Author	Link	identifier
P. Verberne	https://www.dbnl.org/auteurs/auteur.php?id=verb248	verb248
Maurits Wille	https://www.dbnl.org/auteurs/auteur.php?id=will250	will250
Vital Celen	https://www.dbnl.org/auteurs/auteur.php?id=cele002	cele002
A. Plas	https://www.dbnl.org/auteurs/auteur.php?id=plas018	plas018
Robert Storm Petersen	https://www.dbnl.org/auteurs/auteur.php?id=stor062	stor062
Alfons van Beylen	https://www.dbnl.org/auteurs/auteur.php?id=beyl007	beyl007
Stefaan Leonard	https://www.dbnl.org/auteurs/auteur.php?id=leon034	leon034
Marie Schous	https://www.dbnl.org/auteurs/auteur.php?id=scho353	scho353
H. van Lennep	https://www.dbnl.org/auteurs/auteur.php?id=lenn039	lenn039
Marcel Tobie	https://www.dbnl.org/auteurs/auteur.php?id=tobi001	tobi001
Luc van Hoeck	https://www.dbnl.org/auteurs/auteur.php?id=hoec026	hoec026
Basiel de Craene	https://www.dbnl.org/auteurs/auteur.php?id=crae003	crae003
Jan Melis	https://www.dbnl.org/auteurs/auteur.php?id=meli004	meli004
P.Em. Valvekens	https://www.dbnl.org/auteurs/auteur.php?id=valv002	valv002
Camiel van Deyck	https://www.dbnl.org/auteurs/auteur.php?id=deyc005	deyc005
Hendrik Prijs	https://www.dbnl.org/auteurs/auteur.php?id=prij002	prij002
Gerard Michiels	https://www.dbnl.org/auteurs/auteur.php?id=mich013	mich013
Elmar Borg	https://www.dbnl.org/auteurs/auteur.php?id=borg001	borg001
Jan D'Haese	https://www.dbnl.org/auteurs/auteur.php?id=dhae003	dhae003
H. Brugge	https://www.dbnl.org/auteurs/auteur.php?id=brug099	brug099
Robert Guiette	https://www.dbnl.org/auteurs/auteur.php?id=guie001	guie001
Jo de Meester	https://www.dbnl.org/auteurs/auteur.php?id=mees058	mees058
Xavier Pruszynski	https://www.dbnl.org/auteurs/auteur.php?id=prus004	prus004
Lambert Swerts	https://www.dbnl.org/auteurs/auteur.php?id=swer003	swer003
Waclaw Husarski	https://www.dbnl.org/auteurs/auteur.php?id=husa001	husa001
Tadeusz Breza	https://www.dbnl.org/auteurs/auteur.php?id=brez004	brez004
Waclaw Sieroszewski	https://www.dbnl.org/auteurs/auteur.php?id=sier020	sier020
Kazimierz Tetmajer-Przerwa	https://www.dbnl.org/auteurs/auteur.php?id=tetm001	tetm001
Venceslas Berent	https://www.dbnl.org/auteurs/auteur.php?id=bere042	bere042
Emil Zegadlowicz	https://www.dbnl.org/auteurs/auteur.php?id=zega001	zega001
Tadeusz Boy-Zelenski	https://www.dbnl.org/auteurs/auteur.php?id=boyz001	boyz001
Leopold Staff	https://www.dbnl.org/auteurs/auteur.php?id=staf008	staf008
Juljusz Kaden-Bandrowski	https://www.dbnl.org/auteurs/auteur.php?id=kade002	kade002
Zofja Nalkowska	https://www.dbnl.org/auteurs/auteur.php?id=nalk001	nalk001
I.K. Illakowicz	https://www.dbnl.org/auteurs/auteur.php?id=illa001	illa001
Ferdynand Goetel	https://www.dbnl.org/auteurs/auteur.php?id=goet047	goet047
Zofja Kossak-Szczucka	https://www.dbnl.org/auteurs/auteur.php?id=koss013	koss013
Julian Tuwim	https://www.dbnl.org/auteurs/auteur.php?id=tuwi001	tuwi001
Jan Parandowski	https://www.dbnl.org/auteurs/auteur.php?id=para018	para018
Antoni Slonimski	https://www.dbnl.org/auteurs/auteur.php?id=slon001	slon001
Jaroslaw Iwaszkiewicz	https://www.dbnl.org/auteurs/auteur.php?id=iwas001	iwas001
Maria Jasnorzewska	https://www.dbnl.org/auteurs/auteur.php?id=jasn001	jasn001
Herminia Naglerowa	https://www.dbnl.org/auteurs/auteur.php?id=nagl002	nagl002
Maria Dabrowska	https://www.dbnl.org/auteurs/auteur.php?id=dabr003	dabr003
Jozef Wittlin	https://www.dbnl.org/auteurs/auteur.php?id=witt177	witt177
Jan Lechon	https://www.dbnl.org/auteurs/auteur.php?id=lech007	lech007
Marja Kuncewiczowna	https://www.dbnl.org/auteurs/auteur.php?id=kunc001	kunc001
Eva Szelburg Zarembina	https://www.dbnl.org/auteurs/auteur.php?id=szel001	szel001
Michal Choromanski	https://www.dbnl.org/auteurs/auteur.php?id=chor006	chor006
Kazimierz Wierzynski	https://www.dbnl.org/auteurs/auteur.php?id=wier084	wier084
Jozef Czechowicz	https://www.dbnl.org/auteurs/auteur.php?id=czec002	czec002
Swiatopelk Karpinski	https://www.dbnl.org/auteurs/auteur.php?id=karp002	karp002
Jozef Lobodowski	https://www.dbnl.org/auteurs/auteur.php?id=lobo003	lobo003
St. Pietak	https://www.dbnl.org/auteurs/auteur.php?id=piet135	piet135
Amedée Arents	https://www.dbnl.org/auteurs/auteur.php?id=aren034	aren034
P. Keymeulen	https://www.dbnl.org/auteurs/auteur.php?id=keym010	keym010
Saint-Rémy	https://www.dbnl.org/auteurs/auteur.php?id=sain005	sain005
Maurits Bilcke	https://www.dbnl.org/auteurs/auteur.php?id=bilc001	bilc001
Era Lobet	https://www.dbnl.org/auteurs/auteur.php?id=lobe001	lobe001
Lode Quasters	https://www.dbnl.org/auteurs/auteur.php?id=quas001	quas001
Jos de Haes	https://www.dbnl.org/auteurs/auteur.php?id=haes003	haes003
Elisabeth Dhanens	https://www.dbnl.org/auteurs/auteur.php?id=dhan002	dhan002
Oscar Dambre	https://www.dbnl.org/auteurs/auteur.php?id=damb001	damb001
George Meir	https://www.dbnl.org/auteurs/auteur.php?id=meir001	meir001
August Corbet	https://www.dbnl.org/auteurs/auteur.php?id=corb003	corb003
E. van Uytbergen	https://www.dbnl.org/auteurs/auteur.php?id=uytb001	uytb001
P. van Keymolen	https://www.dbnl.org/auteurs/auteur.php?id=keym009	keym009
Ventura García Caldéron	https://www.dbnl.org/auteurs/auteur.php?id=garc011	garc011
Franz Zonneberg	https://www.dbnl.org/auteurs/auteur.php?id=zonn001	zonn001
Pieter Steur	https://www.dbnl.org/auteurs/auteur.php?id=steu025	steu025
Joz. Geleyn	https://www.dbnl.org/auteurs/auteur.php?id=gele012	gele012
Michel Demedts	https://www.dbnl.org/auteurs/auteur.php?id=deme031	deme031
Filippo Donini	https://www.dbnl.org/auteurs/auteur.php?id=doni020	doni020
Jan L. Broeckx	https://www.dbnl.org/auteurs/auteur.php?id=broe017	broe017
Paul Walkiers	https://www.dbnl.org/auteurs/auteur.php?id=walk005	walk005
Piet Zonderzorg	https://www.dbnl.org/auteurs/auteur.php?id=zond014	zond014
Maria Huybrechts	https://www.dbnl.org/auteurs/auteur.php?id=huyb027	huyb027
José de Ceulaer	https://www.dbnl.org/auteurs/auteur.php?id=ceul001	ceul001
Aster Berkhof	https://www.dbnl.org/auteurs/auteur.php?id=berk011	berk011
A. Kriekemans	https://www.dbnl.org/auteurs/auteur.php?id=krie020	krie020
August Vanistendael	https://www.dbnl.org/auteurs/auteur.php?id=vani001	vani001
Louise Labé	https://www.dbnl.org/auteurs/auteur.php?id=labe001	labe001
Lode Cantens	https://www.dbnl.org/auteurs/auteur.php?id=cant002	cant002
Nic van Beeck	https://www.dbnl.org/auteurs/auteur.php?id=beec001	beec001
J.L. Pauwels	https://www.dbnl.org/auteurs/auteur.php?id=pauw014	pauw014
Lode Roose	https://www.dbnl.org/auteurs/auteur.php?id=roos011	roos011
Honoré van Waeyenbergh	https://www.dbnl.org/auteurs/auteur.php?id=waey003	waey003
Jan Valvekens	https://www.dbnl.org/auteurs/auteur.php?id=valv001	valv001
Frank Meyland	https://www.dbnl.org/auteurs/auteur.php?id=meyl001	meyl001
Abel J. Coetzee	https://www.dbnl.org/auteurs/auteur.php?id=coet003	coet003
Gabriela Mistral	https://www.dbnl.org/auteurs/auteur.php?id=mist006	mist006
René J. Seghers	https://www.dbnl.org/auteurs/auteur.php?id=segh006	segh006
August Vercauteren	https://www.dbnl.org/auteurs/auteur.php?id=verc028	verc028
Joris Dedier	https://www.dbnl.org/auteurs/auteur.php?id=dedi001	dedi001
Firmin van Hecke	https://www.dbnl.org/auteurs/auteur.php?id=heck002	heck002
Albert de Longie	https://www.dbnl.org/auteurs/auteur.php?id=long004	long004
Adriaan Magerman	https://www.dbnl.org/auteurs/auteur.php?id=mage001	mage001
John L. Brown	https://www.dbnl.org/auteurs/auteur.php?id=brow024	brow024
B. Boeyckens	https://www.dbnl.org/auteurs/auteur.php?id=boey018	boey018
R.F. Lissens	https://www.dbnl.org/auteurs/auteur.php?id=liss003	liss003
Emiel van Hemeldonck	https://www.dbnl.org/auteurs/auteur.php?id=heme003	heme003
Remi van de Moortel	https://www.dbnl.org/auteurs/auteur.php?id=moor016	moor016
Ant. Gobert	https://www.dbnl.org/auteurs/auteur.php?id=gobe011	gobe011
Marcel Brauns	https://www.dbnl.org/auteurs/auteur.php?id=brau006	brau006
Gerard Verbeke	https://www.dbnl.org/auteurs/auteur.php?id=verb071	verb071
H. Draye	https://www.dbnl.org/auteurs/auteur.php?id=dray001	dray001
W.J. Elsman	https://www.dbnl.org/auteurs/auteur.php?id=elsm003	elsm003
Reninca	https://www.dbnl.org/auteurs/auteur.php?id=reni006	reni006
Marius F. Valkhoff	https://www.dbnl.org/auteurs/auteur.php?id=valk013	valk013
C.M. van den Heever	https://www.dbnl.org/auteurs/auteur.php?id=heev001	heev001
Paul Van Keymeulen	https://www.dbnl.org/auteurs/auteur.php?id=keym003	keym003
Lode Campforts	https://www.dbnl.org/auteurs/auteur.php?id=camp016	camp016
N. Wildiers	https://www.dbnl.org/auteurs/auteur.php?id=wild087	wild087
Louis Janssens	https://www.dbnl.org/auteurs/auteur.php?id=jans394	jans394
Pierre Berteloot	https://www.dbnl.org/auteurs/auteur.php?id=bert047	bert047
Willem van den Broeck	https://www.dbnl.org/auteurs/auteur.php?id=broe007	broe007
Willy Peremans	https://www.dbnl.org/auteurs/auteur.php?id=pere006	pere006
Jan van den Broeck	https://www.dbnl.org/auteurs/auteur.php?id=broe067	broe067
W. Vanbeselaere	https://www.dbnl.org/auteurs/auteur.php?id=vanb003	vanb003
Maurice Schuyten	https://www.dbnl.org/auteurs/auteur.php?id=schu306	schu306
Émile O.J.J.G. Lousse	https://www.dbnl.org/auteurs/auteur.php?id=lous002	lous002
R.K.J.E. Antonissen	https://www.dbnl.org/auteurs/auteur.php?id=anto004	anto004
Karel Vertommen	https://www.dbnl.org/auteurs/auteur.php?id=vert003	vert003
Fr. Nooyens	https://www.dbnl.org/auteurs/auteur.php?id=nooy010	nooy010
Joos Florquin	https://www.dbnl.org/auteurs/auteur.php?id=flor007	flor007
J.A. van Houtte	https://www.dbnl.org/auteurs/auteur.php?id=hout114	hout114
P.J. Vandenhoute	https://www.dbnl.org/auteurs/auteur.php?id=vand275	vand275
Julia Tulkens	https://www.dbnl.org/auteurs/auteur.php?id=tulk002	tulk002
Betsie Hollants	https://www.dbnl.org/auteurs/auteur.php?id=holl103	holl103
Frans van Boogaerdt	https://www.dbnl.org/auteurs/auteur.php?id=boog039	boog039
Rosa Temmerman	https://www.dbnl.org/auteurs/auteur.php?id=temm021	temm021
Mona van Garsse	https://www.dbnl.org/auteurs/auteur.php?id=gars004	gars004
Pieter-Emmanuel Oyen	https://www.dbnl.org/auteurs/auteur.php?id=oyen022	oyen022
Paul de Smaele	https://www.dbnl.org/auteurs/auteur.php?id=smae001	smae001
G.M.J. Duyfhuizen	https://www.dbnl.org/auteurs/auteur.php?id=duyf002	duyf002
Maxime Deswarte	https://www.dbnl.org/auteurs/auteur.php?id=desw001	desw001
Frans Verstreken	https://www.dbnl.org/auteurs/auteur.php?id=vers050	vers050
Roover de Rik	https://www.dbnl.org/auteurs/auteur.php?id=roov012	roov012
Yrjö Kaijärvi	https://www.dbnl.org/auteurs/auteur.php?id=kaij002	kaij002
Hans Reykers	https://www.dbnl.org/auteurs/auteur.php?id=reyk001	reyk001
Alex de Herdt	https://www.dbnl.org/auteurs/auteur.php?id=herd017	herd017
G. Jo Steenbergen	https://www.dbnl.org/auteurs/auteur.php?id=stee019	stee019
W. Everaet	https://www.dbnl.org/auteurs/auteur.php?id=ever138	ever138
Paul de Keyser	https://www.dbnl.org/auteurs/auteur.php?id=keys004	keys004
Jos van der Steen	https://www.dbnl.org/auteurs/auteur.php?id=stee186	stee186
Henri Schoofs	https://www.dbnl.org/auteurs/auteur.php?id=scho107	scho107
Gaston Duribreux	https://www.dbnl.org/auteurs/auteur.php?id=duri001	duri001
Johan van Mechelen	https://www.dbnl.org/auteurs/auteur.php?id=mech002	mech002
Fr. Claessens	https://www.dbnl.org/auteurs/auteur.php?id=clae119	clae119
Victor Heylen	https://www.dbnl.org/auteurs/auteur.php?id=heyl027	heyl027
Ver. van de Vijver	https://www.dbnl.org/auteurs/auteur.php?id=vijv012	vijv012
Margriet Baers	https://www.dbnl.org/auteurs/auteur.php?id=baer085	baer085
Hubert Verwilghen	https://www.dbnl.org/auteurs/auteur.php?id=verw072	verw072
Raymond Pouilliart	https://www.dbnl.org/auteurs/auteur.php?id=poui002	poui002
Adolf Herckenrath	https://www.dbnl.org/auteurs/auteur.php?id=herc003	herc003
C.J. Lannoy	https://www.dbnl.org/auteurs/auteur.php?id=lann024	lann024
Daan Boens	https://www.dbnl.org/auteurs/auteur.php?id=boen003	boen003
Rik Zienstra	https://www.dbnl.org/auteurs/auteur.php?id=zien001	zien001
Jan Leyten	https://www.dbnl.org/auteurs/auteur.php?id=leyt004	leyt004
Joris Taels	https://www.dbnl.org/auteurs/auteur.php?id=tael011	tael011
Albert Speekaert	https://www.dbnl.org/auteurs/auteur.php?id=spee004	spee004
Roger Ghesquiere	https://www.dbnl.org/auteurs/auteur.php?id=ghes010	ghes010
Andries Poppe	https://www.dbnl.org/auteurs/auteur.php?id=popp001	popp001
Erik van Ruysbeek	https://www.dbnl.org/auteurs/auteur.php?id=ruys004	ruys004
Herman van Snick	https://www.dbnl.org/auteurs/auteur.php?id=snic001	snic001
August Govaers	https://www.dbnl.org/auteurs/auteur.php?id=gova013	gova013
J. Leenen	https://www.dbnl.org/auteurs/auteur.php?id=leen008	leen008
Theo Luyckx	https://www.dbnl.org/auteurs/auteur.php?id=luyc007	luyc007
Jules Van Ackere	https://www.dbnl.org/auteurs/auteur.php?id=acke023	acke023
Willem Doevenspeck	https://www.dbnl.org/auteurs/auteur.php?id=doev006	doev006
Leo Simoens	https://www.dbnl.org/auteurs/auteur.php?id=simo074	simo074
Ernst Wiechert	https://www.dbnl.org/auteurs/auteur.php?id=wiec001	wiec001
Charles van Lerberghe	https://www.dbnl.org/auteurs/auteur.php?id=lerb001	lerb001
Josef Goedertier	https://www.dbnl.org/auteurs/auteur.php?id=goed041	goed041
Friedrich Rückert	https://www.dbnl.org/auteurs/auteur.php?id=ruck005	ruck005
S.J. de Hoest	https://www.dbnl.org/auteurs/auteur.php?id=hoes003	hoes003
Frank Baur	https://www.dbnl.org/auteurs/auteur.php?id=baur001	baur001
Jan Elemans	https://www.dbnl.org/auteurs/auteur.php?id=elem003	elem003
Luc Debaene	https://www.dbnl.org/auteurs/auteur.php?id=deba001	deba001
J.J. Mak	https://www.dbnl.org/auteurs/auteur.php?id=mak_001	mak_001
N. Machiavelli	https://www.dbnl.org/auteurs/auteur.php?id=mach003	mach003
S.A. Vosters	https://www.dbnl.org/auteurs/auteur.php?id=vost002	vost002
Paul Possemiers	https://www.dbnl.org/auteurs/auteur.php?id=poss001	poss001
Karel de Busschere	https://www.dbnl.org/auteurs/auteur.php?id=buss005	buss005
Jos Smeyers	https://www.dbnl.org/auteurs/auteur.php?id=smey001	smey001
Lode Wils	https://www.dbnl.org/auteurs/auteur.php?id=wils002	wils002
M. Hanot	https://www.dbnl.org/auteurs/auteur.php?id=hano002	hano002
Tirso de Molina	https://www.dbnl.org/auteurs/auteur.php?id=moli020	moli020
Eugène van Itterbeek	https://www.dbnl.org/auteurs/auteur.php?id=itte001	itte001
Gaston Durnez	https://www.dbnl.org/auteurs/auteur.php?id=durn001	durn001
Maurits Engelborghs	https://www.dbnl.org/auteurs/auteur.php?id=enge105	enge105
Bernard Henry	https://www.dbnl.org/auteurs/auteur.php?id=henr042	henr042
Paulus de Kempenaer	https://www.dbnl.org/auteurs/auteur.php?id=kemp012	kemp012
Pierre Lambrechts	https://www.dbnl.org/auteurs/auteur.php?id=lamb030	lamb030
Fa Claes	https://www.dbnl.org/auteurs/auteur.php?id=clae006	clae006
Roland Jooris	https://www.dbnl.org/auteurs/auteur.php?id=joor001	joor001
Hedwig Speliers	https://www.dbnl.org/auteurs/auteur.php?id=spel001	spel001
Luc Verbeke	https://www.dbnl.org/auteurs/auteur.php?id=verb013	verb013
Joris Delameillieure	https://www.dbnl.org/auteurs/auteur.php?id=dela043	dela043
Miguel de Unamuno	https://www.dbnl.org/auteurs/auteur.php?id=unam001	unam001
Willy Spillebeen	https://www.dbnl.org/auteurs/auteur.php?id=spil001	spil001
Robin Hannelore	https://www.dbnl.org/auteurs/auteur.php?id=hann001	hann001
Anthony Jansen	https://www.dbnl.org/auteurs/auteur.php?id=jans004	jans004
Ludo Simons	https://www.dbnl.org/auteurs/auteur.php?id=simo015	simo015
Fernand Auwera	https://www.dbnl.org/auteurs/auteur.php?id=auwe002	auwe002
Luc Clerinx	https://www.dbnl.org/auteurs/auteur.php?id=cler020	cler020
J. Brants	https://www.dbnl.org/auteurs/auteur.php?id=bran108	bran108
Reginald De Schryver	https://www.dbnl.org/auteurs/auteur.php?id=schr061	schr061
Ernest Schepens	https://www.dbnl.org/auteurs/auteur.php?id=sche356	sche356
Frans Kuipers	https://www.dbnl.org/auteurs/auteur.php?id=kuip011	kuip011
Luk Adriaens	https://www.dbnl.org/auteurs/auteur.php?id=adri003	adri003
Julien Vangansbeke	https://www.dbnl.org/auteurs/auteur.php?id=vang001	vang001
H. van Gorp	https://www.dbnl.org/auteurs/auteur.php?id=gorp001	gorp001
Frans de Haes	https://www.dbnl.org/auteurs/auteur.php?id=haes029	haes029
Paul Vanderschaeghe	https://www.dbnl.org/auteurs/auteur.php?id=vand028	vand028
Leo Pleysier	https://www.dbnl.org/auteurs/auteur.php?id=pley001	pley001
Jef van Gool	https://www.dbnl.org/auteurs/auteur.php?id=gool003	gool003
J. Goossens	https://www.dbnl.org/auteurs/auteur.php?id=goos014	goos014
Jozef Boets	https://www.dbnl.org/auteurs/auteur.php?id=boet001	boet001
Luuk Gruwez	https://www.dbnl.org/auteurs/auteur.php?id=gruw001	gruw001
Alstein	https://www.dbnl.org/auteurs/auteur.php?id=alst001	alst001
Frans Deschoemaeker	https://www.dbnl.org/auteurs/auteur.php?id=desc002	desc002
Lucienne Stassaert	https://www.dbnl.org/auteurs/auteur.php?id=stas001	stas001
Aleidis Dierick	https://www.dbnl.org/auteurs/auteur.php?id=dier002	dier002
Rita Ghesquiere	https://www.dbnl.org/auteurs/auteur.php?id=ghes002	ghes002
José Lambert	https://www.dbnl.org/auteurs/auteur.php?id=lamb027	lamb027
Wilfried Adams	https://www.dbnl.org/auteurs/auteur.php?id=adam005	adam005
Frans Depeuter	https://www.dbnl.org/auteurs/auteur.php?id=depe001	depe001
Chris Coppens	https://www.dbnl.org/auteurs/auteur.php?id=copp038	copp038
Johanna Kruit	https://www.dbnl.org/auteurs/auteur.php?id=krui008	krui008
Lisette Keustermans	https://www.dbnl.org/auteurs/auteur.php?id=keus002	keus002
Willy Balyon	https://www.dbnl.org/auteurs/auteur.php?id=baly001	baly001
W.F. Jonckheere	https://www.dbnl.org/auteurs/auteur.php?id=jonc011	jonc011
Patricia Lasoen	https://www.dbnl.org/auteurs/auteur.php?id=laso001	laso001
Piet van Aken	https://www.dbnl.org/auteurs/auteur.php?id=aken004	aken004
J.P. Heyen	https://www.dbnl.org/auteurs/auteur.php?id=heye011	heye011
Hervé J. Casier	https://www.dbnl.org/auteurs/auteur.php?id=casi001	casi001
Hanna Kirsten	https://www.dbnl.org/auteurs/auteur.php?id=kirs003	kirs003
Dirk Verbruggen	https://www.dbnl.org/auteurs/auteur.php?id=verb024	verb024
Jozef de Vos	https://www.dbnl.org/auteurs/auteur.php?id=vos_063	vos_063
Hendrik Carette	https://www.dbnl.org/auteurs/auteur.php?id=care002	care002
Marcel Janssens	https://www.dbnl.org/auteurs/auteur.php?id=jans064	jans064
Jaak De Maere	https://www.dbnl.org/auteurs/auteur.php?id=maer020	maer020
Philip Vermoortel	https://www.dbnl.org/auteurs/auteur.php?id=verm039	verm039
Elke Brems	https://www.dbnl.org/auteurs/auteur.php?id=brem021	brem021
Bernard Verstraete	https://www.dbnl.org/auteurs/auteur.php?id=vers043	vers043
Jo Gisekin	https://www.dbnl.org/auteurs/auteur.php?id=gise001	gise001
Robert Lagrain	https://www.dbnl.org/auteurs/auteur.php?id=lagr001	lagr001
Koen Vermeiren	https://www.dbnl.org/auteurs/auteur.php?id=verm018	verm018
Marcel de Smedt	https://www.dbnl.org/auteurs/auteur.php?id=smed005	smed005
Mark Kinet	https://www.dbnl.org/auteurs/auteur.php?id=kine001	kine001
Katrien Desiere	https://www.dbnl.org/auteurs/auteur.php?id=desi004	desi004
Willem de Groot	https://www.dbnl.org/auteurs/auteur.php?id=groo030	groo030
Chris de Stoop	https://www.dbnl.org/auteurs/auteur.php?id=stoo006	stoo006
G. Geerts	https://www.dbnl.org/auteurs/auteur.php?id=geer016	geer016
Johan Corveleijn	https://www.dbnl.org/auteurs/auteur.php?id=corv014	corv014
A.B. de Cooman	https://www.dbnl.org/auteurs/auteur.php?id=coom002	coom002
Stefaan Evenepoel	https://www.dbnl.org/auteurs/auteur.php?id=even007	even007
Rudolf van de Perre	https://www.dbnl.org/auteurs/auteur.php?id=perr002	perr002
Patricia vanden Bulcke	https://www.dbnl.org/auteurs/auteur.php?id=bulc007	bulc007
Charles Ducal	https://www.dbnl.org/auteurs/auteur.php?id=duca001	duca001
Vic Nachtergaele	https://www.dbnl.org/auteurs/auteur.php?id=nach012	nach012
Willy Vanhaelewijn	https://www.dbnl.org/auteurs/auteur.php?id=vanh068	vanh068
