identifier	birthCountry_json	deathCountry_json
kort018		
kort020		
kort031		
kort055		
korv002		
korz001	Polen	Polen
korz002	Polen	
koss001	Nederland	Nederland
koss002	Nederland	Nederland
koss003	Nederland	Nederland
koss004	Rusland	
koss013	Polen	Polen
kost001		
kost004		
kost005	Groot-Brittannië (en Noord-Ierland)	Nederland
kost007	Nederland	
kost009	Nederland	
kost010	Nederland	Nederland
kost016	Nederland	
kost017		
kost018	Nederland	Nederland
kost019		
kost038	Nederland	
kost048		
koth001		
kott001		
kous001	Indonesië	Nederland
kouw002	Nederland	Nederland
kouw005	Nederland	Nederland
kouw017		
kox_001		
kraa005	Nederland	
kraa006		Nederland
kraa007	Nederland	Nederland
kraa008		
kraa011		
kraa028		
kraa029		
krab002	Nederland	
krab006	Nederland	Nederland
krae003	Nederland	Nederland
krak002		
kral001	Nederland	
kram001		
kram002	Nederland	
kram003		
kram007		
kram008	Nederland	Nederland
kram017	Nederland	Nederland
kram020	Nederland	Nederland
kram021		
kram023		
kram029		
kram032		
kram044		
kran001	Nederland	Nederland
kran004	Nederland	Nederland
kran005	Nederland	Nederland
kran019		
krau002		
kree003	België (Wallonië)	België (Wallonië)
kreg001	Nederland	
kreu002		
krev001		
krey003		
krie020		
krig001		
krij001	België (Wallonië)	Verenigde Staten
krij002	Tsjechië	Tsjechië
krij004	Nederland	Polen
krij005		
krij006	Nederland	
krij014		
krij016		
krim001	Nederland	
krin004	Duitsland	Verenigde Staten
kris002	Nederland	
kris004	Nederland	Nederland
kris005		
kroe002	Nederland	Nederland
kroe009	Nederland	Nederland
kroe026		
kroe031		
krol002	Nederland	Nederland
krol012	Duitsland	Duitsland
krom005	Nederland	Nederland
kron001	Nederland	Nederland
kron011		
kron016	Nederland	
kroo001		Nederland
kroo004	Nederland	
kroo005	Nederland	
kroo013	Nederland	Nederland
kroo016		
kroo017	Nederland	Nederland
kroo030		
krug014	Nederland	
krug015	Duitsland	
krui001		
krui005	Nederland	Nederland
krui008	Nederland	
krui009		
krui010	Nederland	Nederland
krui011	Nederland	Nederland
krui017	België (Wallonië)	
krui078		
kruk001		
krul006		
krul008	Nederland	
krus004		
krus005		
krus013		
kruy003	Nederland	Nederland
kruy004	Nederland	Nederland
kruy010		
kruy011	Nederland	
kubb001		
kubb002		
kuen001	Nederland	Nederland
kuen002		
kuen004		
kuhl001	Nederland	Nederland
kuhn002		
kuij003	Nederland	Nederland
kuij004	Nederland	
kuik003	Nederland	
kuil005		
kuin003		
kuip011		
kuip012		
kuip016	Nederland	Nederland
kuip019	Nederland	
kuip028	Nederland	Nederland
kuip031		
kuip032		
kuip069		
kuip098		
kuit001	Nederland	Nederland
kuit003		
kuit004	Nederland	
kuit006		
kuit009	Nederland	
kulk001	Nederland	
kumm001	Nederland	Nederland
kunc001	Rusland	Polen
kune003	Zuid-Afrika	
kuns005	Nederland	Nederland
kuns011		
kurp001	Nederland	
kurp003	Nederland	Nederland
kurt001		
kust002	Nederland	Nederland
kust004	Nederland	
kuyk004		
kuyk009		
kuyl001	Nederland	Nederland
kuyp001		
kuyp002	Nederland	Nederland
kuyp003	België (Wallonië)	
kuyp007	Nederland	
kuyp011	België (Wallonië)	België (Wallonië)
kuyp014	Nederland	Nederland
kuyp015	Nederland	Nederland
kuyp017		
kuyp019		
kuys001		
kwee001		
kwek001		
kwin001		
kyor001		
ky__001		
laan001	Nederland	Nederland
laan004		
laan005	Nederland	Nederland
laan006	Nederland	Nederland
laan009	Nederland	
laan011		
laan038		
laan043		
laan045	Nederland	Nederland
laar027		
laar028		
labe001	Frankrijk	Frankrijk
labo002		
labr007		
lada001		
lade004		
laen008	België (Wallonië)	
laer003	België (Wallonië)	
laer004	België (Wallonië)	
laer006	België (Wallonië)	
laer008		
laey001	België (Wallonië)	België (Wallonië)
laey002	Nederland	
lafo003	Nederland	Nederland
lafo004	Uruguay	Frankrijk
lage009		
lage022	Zweden	Zweden
lagr001	België (Wallonië)	België (Wallonië)
lake007		
lala024	Syrië	Syrië
lall002		
lama001	Nederland	Nederland
lama010	België (Wallonië)	
lamb004	Indonesië	Nederland
lamb005		
lamb013		
lamb015	België (Wallonië)	België (Wallonië)
lamb027	België (Wallonië)	
lamb028	België (Wallonië)	België (Wallonië)
lamb029	Nederland	Nederland
lamb030	België (Wallonië)	België (Wallonië)
lamb031		
lamb087		
lamb097		
lamb104	Frankrijk	
lame009		
lamm004		
lamm005		
lamm007		
lamm008		
lamm050		
lamo004		
lamo015		
lamp003	België (Wallonië)	België (Wallonië)
lamp004	België (Wallonië)	
lamp005	Nederland	
lamp006	Nederland	Nederland
lam_001		Nederland
lam_003	Nederland	
lam_005	Nederland	Nederland
lanc014		
lanc026		
land004	Indonesië	Nederland
land005	Nederland	Nederland
land015	Nederland	Nederland
land021	Nederland	Nederland
land022	Nederland	Nederland
land024		
land055	Nederland	Frankrijk
land066		
land082	België (Wallonië)	
land087		
land092		
land093		
lang004		
lang006	Nederland	
lang010		
lang016	Nederland	Nederland
lang021	België (Wallonië)	België (Wallonië)
lang029	Nederland	Nederland
lang033	Noorwegen	
lang046	Nederland	
lang047	Nederland	Nederland
lang050		
lang051		
lang053		
lang054		
lang055		
lang081		
lang184		
lang185		
lang190		
lang219		
lang228		Nederland
lang240		
lang244		
lank003		
lank009		
lank014		
lann004		
lann024		
lans001	Nederland	
lans002		
lans045		
lant005		
lant019		
lapi001	Nederland	Duitsland
lapi007	Indonesië	Indonesië
lapo001		
laps003		
lars008		
lasc003		
lasc004		
lask001		
laso001	België (Wallonië)	België (Wallonië)
laso002	Nederland	Nederland
lass005		
lass009		
last001	Nederland	Nederland
lasz002	Slowakije	Hongarije
lath005		
lauh001	Noorwegen	Noorwegen
laun003	Nederland	
laur005	Nederland	Nederland
lauw003		
lauw012		
lauw034		
lau_001	Nederland	Nederland
lava004	Italië	Zwitserland
lawr001	Groot-Brittannië (en Noord-Ierland)	Frankrijk
ldov001		
lebe001	België (Wallonië)	België (Wallonië)
lebe005		
lebo004		
lech003	Indonesië	
lech007		
lecl009		
lecl011		
leco002	België (Wallonië)	België (Wallonië)
leef001		
leef002	Nederland	Nederland
leef014		
leek003		
leem003		
leem005	Nederland	Nederland
leem013		
leem039		
leen002	België (Wallonië)	
leen006		
leen007	Nederland	Duitsland
leen008	België (Wallonië)	België (Wallonië)
leen017	Nederland	Nederland
leen023	Nederland	
leen045		
leer004	Nederland	
leer006		
leer007	Nederland	Nederland
leeu003	Nederland	Nederland
leeu013	Duitsland	Nederland
leeu015	Caribisch deel van het Nederlandse Koninkrijk	Caribisch deel van het Nederlandse Koninkrijk
leeu017	Nederland	Nederland
leeu020	Nederland	
leeu022		
leeu024	Nederland	Nederland
leeu039	Nederland	Nederland
leeu042		
leeu044	Nederland	
leeu045	Nederland	
leeu053	Nederland	Nederland
leeu157		
leeu165	Nederland	Polen
leeu194		
leez001		
lefe004		
leff001		
left001	Nederland	Groot-Brittannië (en Noord-Ierland)
lehm001	Nederland	Nederland
lehn001	Nederland	Frankrijk
lehn002		
leib003		
leig002	Nederland	Nederland
leij003	Nederland	
leij005		
leij012		
leij013		
leik001	Nederland	Nederland
leik002	Nederland	Nederland
leir003		
lekk001	Nederland	Nederland
lekk002		
lek_002		
leli001		
leli011		
lels002		
lely005	Indonesië	Nederland
lely018		
lely019		
lema002		
lema010		
lema011		
lema014		
lema022		
lemm009	Nederland	
lemm021	Nederland	
lemp001		
lem_001		
lena002		
lena006		
lend007		
leni003	Rusland	Rusland
lenn001	Nederland	Nederland
lenn005	Nederland	
lenn006	Nederland	Nederland
lenn011		
lenn019		
lenn022		
lenn024	Zwitserland	Nederland
lenn028	Nederland	Nederland
lenn036		
lenn039		
lens002	Nederland	Nederland
lens026		
lent005		
leon019	Nederland	Nederland
leon027	België (Wallonië)	België (Wallonië)
leon031		
leon034		
leop002		
leop004	Nederland	Nederland
leop006		
leop008	Nederland	Nederland
leop010	Nederland	Nederland
leop012	Nederland	Nederland
lepe002		
lepp002	Nederland	
lerb001	België (Wallonië)	België (Wallonië)
lern003		
lero002	België (Wallonië)	België (Wallonië)
lesm001	Nederland	
less002	Nederland	Nederland
less005		
less009	Iran	Groot-Brittannië (en Noord-Ierland)
lest002	Nederland	Nederland
leup004	Nederland	Nederland
leur003		
leus003		
leus008		
leuv003	Nederland	Nederland
leuv005	Nederland	
leuv015		
leuv017		
leva003	België (Wallonië)	België (Wallonië)
leva004	Italië	Italië
leve001	Nederland	
leve008		
levi008		
levi015		
levi022	Verenigde Staten	Verenigde Staten
levi027		
levi028		
levy003	Nederland	
lewa002	Polen	Zweden
leyd008	Indonesië	Nederland
leyd010		
leyd023		
leye001		
leyn006		
leys004		
leyt004		
ley_009	Nederland	Nederland
le_l001		
lhor001		
liba002		
libb003		
lich003		
lich004	Nederland	Nederland
lich018		
lidt004		
lieb001	België (Wallonië)	België (Wallonië)
lied002	België (Wallonië)	België (Wallonië)
lied004		
lief002	Nederland	
lief021		
lief033		
lier003	Nederland	Nederland
lier005	Suriname	Nederland
lier032		
lier033		
lies001	Nederland	Nederland
lies009		
lies022		
liev001	Nederland	Nederland
liev005	België (Wallonië)	België (Wallonië)
liev019		
liev031		
lie_002		
ligt003		
ligt004		
ligt009		
ligt010	Nederland	
lijp002		
limb005	België (Wallonië)	Nederland
limb012	Nederland	Duitsland
limb015		
limb018		
limb075		
lina002		
lind003	Nederland	Duitsland
lind006		
lind009	België (Wallonië)	België (Wallonië)
lind012	Nederland	Nederland
lind028		
lind033	Groot-Brittannië (en Noord-Ierland)	Nederland
lind034		
lind039	Nederland	Nederland
lind048		
lind066		
lind082	Zweden	Zweden
lind099		
lind153		
lind154		
lind156		
lind199		
link004	Duitsland	
linm001		
linn003		
linn006		
lint007	Nederland	Nederland
lipo001	China	
lips005		
lish001	België (Wallonië)	België (Wallonië)
lisl002	Frankrijk	Frankrijk
liss003	België (Wallonië)	
list002		
lita001	Kirgizië	China
lith002	Nederland	Nederland
lobe001		
lobe003	België (Wallonië)	België (Wallonië)
lobe017		
lobl001		
lobo003		
lob_002	Duitsland	Nederland
loch003	Nederland	Nederland
loch004	Nederland	
lock010		
lodd001		
lode001	Nederland	Zwitserland
lode004	Nederland	Nederland
lode006	België (Wallonië)	Australië
lode018		
lode019		
loeb002	Nederland	Zuid-Afrika
loeb003		
loef001		
loen001	Nederland	
loen004	Nederland	
loen022		
loen028		
loes002	Duitsland	Nederland
loey001	België (Wallonië)	België (Wallonië)
loff001	Nederland	Nederland
loff002	Suriname	Nederland
lof_001		
loge001	Nederland	België (Wallonië)
loge003	Nederland	België (Wallonië)
loge004	Nederland	Nederland
logg001	Nederland	Nederland
logh007		
lohn001	Nederland	Duitsland
loke008		
lokh001	Nederland	Nederland
loma003	Nederland	
loma006	Nederland	Nederland
long003		
long004	België (Wallonië)	België (Wallonië)
lonk001		
loog001		
looh001		
loom005		
loon004	Nederland	
loon017	Nederland	
loon032		
loop001	Nederland	Nederland
loos009	Nederland	Nederland
loos010	Nederland	Nederland
loos012	Nederland	Nederland
loos013		
loos031		
loot011		
looy001	Nederland	Nederland
loo_013		
lope001		
lope004	België (Wallonië)	Nederland
lope015		
lope017		
lord001	Spanje	Spanje
lore002	Nederland	Nederland
lore012		
lorr002		
lots001		
lots002		Nederland
lous001	Nederland	Nederland
lous002		
lout003		
louw001	Zuid-Afrika	Zuid-Afrika
louw002		
love002	België (Wallonië)	België (Wallonië)
lovr001	Kroatië	
lox_001		
loy_001	België (Wallonië)	
loy_004		
loza001		
lubb002	Nederland	Nederland
lubb008	Nederland	Nederland
lube002	Nederland	Nederland
lubo001		
lub_001		
luca006		
luca007		
luca012		
luce001	Nederland	Nederland
ludw005		
luge001	Nederland	
lugr001	Spanje	Spanje
lugt005		
lugt006		
luij005		
luij006		
lukk001		
lulo002	Nederland	Nederland
lume001	Indonesië	Nederland
lund001		
lund008	Zweden	Zweden
luns003	Frankrijk	
luns004	Nederland	Nederland
luns006		
luss003		
lutk002	Nederland	Nederland
lutk003	Nederland	
lutt002	Nederland	Nederland
lutz007	Nederland	Nederland
lutz012		
luxe001	Nederland	Nederland
luxe003		
luyc007		
luye001	Nederland	Nederland
luyt021		
luyt023		
luza006		
lu_x001		
lyse001		
lyse002		
maan003	Nederland	Nederland
maan004	Nederland	Nederland
maan009	Nederland	
maan020		
maar004	Nederland	Nederland
maar024	Nederland	Nederland
maas003	Nederland	Nederland
maas005	Nederland	Nederland
maas008	Nederland	
maas015		Nederland
maas024	Nederland	Nederland
maas026	Nederland	Nederland
maas077		
maat002		
maca002	Nederland	
macg001		
mach003		
mach023	Spanje	
mack006		
mack019		
macl001	Nederland	Nederland
macl007	Indonesië	Nederland
made001		
madg001		
mads002	Denemarken	
mael004	België (Wallonië)	België (Wallonië)
maer001		Nederland
maer002		België (Wallonië)
maer018		
maer020	België (Wallonië)	
maes007	België (Wallonië)	
maes048		
maes049		
maes061	België (Wallonië)	
maes070		
maes088		
maey009		
mage001	België (Wallonië)	België (Wallonië)
maie001		
mair001	Nederland	Nederland
mais007		
make001	België (Wallonië)	Nederland
makh002	Cambodja	
mak_001	Nederland	Nederland
mak_002		
mak_004	Nederland	
mala003		
mald015		
male010	Oekraïne	Rusland
malh001	Zuid-Afrika	Zuid-Afrika
malh006		
mali007		
malj001		
mall015	Frankrijk	Frankrijk
mals002	Nederland	Nederland
malt003		
mand002	Nederland	Nederland
mand007	Nederland	Nederland
mand034		
mand041		
mand042	Servië	
mand043	Rusland	Rusland
mane001		
mane004	Nederland	Nederland
mane008		
mang001	Nederland	
mang003		Nederland
mang010		
mank001	Nederland	Nederland
mann001	Nederland	Nederland
mann003	Nederland	
mann004	Nederland	Nederland
mann007	Duitsland	Zwitserland
manr002		
mans003		
mans005	Nederland	Nederland
mans007	Nederland	
mans021	Zuid-Afrika	Indonesië
mans022		
mans032		
mant006		
man_002	Nederland	
man_008		
man_037		
maqu002		
mara001	België (Wallonië)	
marc075		
marc083		
mare006	Nederland	België (Wallonië)
mare009	België (Wallonië)	België (Wallonië)
mare012		
mare029	Nederland	Nederland
mare037	België (Wallonië)	
mare046	Nederland	Nederland
marg004	Nederland	
marg005	Nederland	Nederland
marg006	Nederland	Nederland
mari002	België (Wallonië)	
mari008	Nederland	Nederland
mari009	België (Wallonië)	
mari015	Nederland	
mari024	Nederland	
mari026		
mari030		
mari081	Brazilië	
mari119	België (Wallonië)	
marj001	Nederland	Nederland
mark004		
mark011	Nederland	Nederland
marl002		
marl003	Suriname	
marl022		
marl025		
marl030		
marm003		
maro016		
marr003		
mars002		
mars005	Nederland	
mars027	Verenigde Staten	Verenigde Staten
mars034		
mart003	België (Wallonië)	België (Wallonië)
mart010		
mart036	Nederland	
mart039	Duitsland	Nederland
mart041		
mart076		
mart098		
marx001		
mary010		
mass018		
mass026		
mass027		
mast010		
mast011		
mast012		
mast026		
masu006	Duitsland	
mate007		
mate024		
math004	Nederland	
math016		
mats001	Nederland	
mats007	Nederland	Nederland
matt004		
matt009	België (Wallonië)	België (Wallonië)
matt016	Nederland	
matt083	Nederland	
matt090		
matt114	Italië	
maur001		
maur004		
maxi001	Nederland	Nederland
maya003	Polen	
maye003	Nederland	Nederland
maye011		
may_001	Nederland	Nederland
may_014		
mazi003		
mazu007	Nederland	Nederland
mcca001		
mcgr001	Verenigde Staten	Verenigde Staten
mcne001	Canada	
mech001	Nederland	Nederland
mech002	België (Wallonië)	België (Wallonië)
mede001		
meek001	Nederland	Frankrijk
meek009	Australië	
meel008		
meel009		
meer001	Nederland	Nederland
meer002	Nederland	Nederland
meer003		
meer005		
meer029	België (Wallonië)	
meer035	Nederland	Nederland
meer036	Nederland	Nederland
meer037		
meer058	België (Wallonië)	België (Wallonië)
meer060		
meer063		
meer067		
meer138	Nederland	
meer182		
meer206		
meer207		
meer218	België (Wallonië)	
meer244		
mees003	Nederland	Nederland
mees009	Nederland	Nederland
mees010	Nederland	Nederland
mees018	Nederland	Nederland
mees019	Nederland	Nederland
mees020		
mees022		
mees049	Nederland	Nederland
mees050		
mees051		
mees058		
mees060		
meeu001		
meeu002		
meeu003	Nederland	Nederland
meeu006		
meeu023		
meeu030		
meew001	België (Wallonië)	
mehl001	Duitsland	Nederland
meie002	Zwitserland	
meih001	Nederland	Nederland
meij003	Duitsland	
meij004	Nederland	Nederland
meij013	Nederland	Nederland
meij017	Nederland	
meij019	Nederland	Groot-Brittannië (en Noord-Ierland)
meij022	Nederland	
meij030	Nederland	Nederland
meij031	Nederland	
meij033		
meij045	Nederland	Nederland
meij046		
meij047		
meij049		
meij051		
meij054		
meij055	Nederland	
meij079	Nederland	Nederland
meij083		
meij085		
meij194		
meij195		
meij211		
meil003		
mein010	Nederland	Nederland
mein013	Nederland	Nederland
mein016	Nederland	Nederland
mein017		
meir001		
meir010	Brazilië	Brazilië
meis011	Zwitserland	
meis012		
mei_004		
meke002	Nederland	Duitsland
mela002	Indonesië	Nederland
meli004	België (Wallonië)	België (Wallonië)
meli008	Nederland	
meli013	Nederland	
mell003	Nederland	Zuid-Afrika
mell010	Nederland	Nederland
mell013		
mell023		
mels003		
melv005	Groot-Brittannië (en Noord-Ierland)	
memb001	Nederland	
mena012		
menc003		
mend001	Nederland	Nederland
mend004		
mend005		
mend016		
meng002	Duitsland	Monaco
meng003	Oekraïne	Nederland
meng008		
meng009		
menk002	Nederland	Nederland
menn014	Duitsland	Duitsland
menn015		
mens005		
mens007	Nederland	Duitsland
mens011	Nederland	
merc003		
merc004		
merc007	België (Wallonië)	België (Wallonië)
merc011	Nederland	Nederland
merc032		
mere001	België (Wallonië)	België (Wallonië)
mere014		
mere022		
mere024	Rusland	
meri003	België (Wallonië)	België (Wallonië)
meri007	Frankrijk	Frankrijk
merk019		
merl001	Nederland	Nederland
merl003		
merl019		
merl025	België (Wallonië)	
mero001	Nederland	Nederland
mert001	Nederland	
mert009		
mert015		
mert026		
mert028		
mert038	België (Wallonië)	België (Wallonië)
mert040		
mert042		
mert043		
mert044		
mert054		
mert063		
merv001	België (Wallonië)	België (Wallonië)
merw002		
mesl001		
meso002		
mess002		
mess009	Nederland	Nederland
mest001		
mest003		
mest009	België (Wallonië)	België (Wallonië)
mete002	Nederland	Italië
meth009		
mets014		
metz001	Nederland	Zwitserland
metz015		
metz024		
meul002	België (Wallonië)	België (Wallonië)
meul009		
meul011		
meul012	Nederland	Nederland
meul013	Nederland	
meul018	Nederland	
meul031	Nederland	Nederland
meul032		
meul048		
meul090	Nederland	Verenigde Staten
meul091		
meul129		
meul135		
meul136		
meur003	Nederland	Nederland
meur013		
meur055		
meyb001	Duitsland	Nederland
meyb002	Nederland	Nederland
meye007	Nederland	Frankrijk
meye012	België (Wallonië)	België (Wallonië)
meye020		
meye026	Indonesië	Nederland
meye052	Zwitserland	Zwitserland
meye053	Nederland	Nederland
meye055		
meye068		
meye070		
meye071		
meye083		
meyi001	Indonesië	Nederland
meyl001	België (Wallonië)	België (Wallonië)
meyl002	Nederland	Nederland
meyl012		
meyr002		
mey_003		
mey_026	België (Wallonië)	
mich001	Nederland	Nederland
mich002	Nederland	Nederland
mich005	Nederland	Nederland
mich007	Nederland	
mich011	Nederland	Nederland
mich013		
mich015	België (Wallonië)	Frankrijk
mich018	België (Wallonië)	België (Wallonië)
mich031	Nederland	Indonesië
mich080		
mich090		
mich095		
mich103		
mich121		
midd001	Nederland	
midd002	Nederland	Nederland
midd005	Nederland	Nederland
midd052		
mied001	Nederland	Nederland
mied005	België (Wallonië)	
mied006	Nederland	Nederland
mier004	België (Wallonië)	België (Wallonië)
mier015	Nederland	Nederland
mier034	België (Wallonië)	België (Wallonië)
mijn001	Nederland	
mijn003		
mijn006		
mikk004		
mila006		
mili005		
mili006		
mill003	Nederland	Nederland
milo003	Litouwen	Polen
milt001		
mimo001		
minc001	Nederland	Nederland
mind002	Nederland	Nederland
mind009		
mind011		
minh001	Vietnam	Vietnam
mini001		
minn001	België (Wallonië)	België (Wallonië)
minn004	België (Wallonië)	Nederland
minn023	Nederland	Nederland
mint004		
min_001	Nederland	
miqu001	Duitsland	Nederland
mira004	Suriname	Nederland
miry002		
mish002	Japan	Japan
misk001	Nederland	Nederland
miss003	België (Wallonië)	
miss004		
miss006	België (Wallonië)	België (Wallonië)
mist006	Chili	Verenigde Staten
mitz004	Verenigde Staten	
modd003	Nederland	Nederland
modd004		
modd013		
moel003	Indonesië	
moen007	België (Wallonië)	Nederland
moen010	Duitsland	Duitsland
moen033		
moer002		
moer003	Nederland	Nederland
moer004		
moer007		
moer010	Nederland	Nederland
moer020		
moer026		
moer058		
moes001		
moes003	Nederland	Nederland
moey001	België (Wallonië)	
moey002	België (Wallonië)	
moha001	Indonesië	
mohr003	Nederland	Nederland
mohr012	Rusland	Indonesië
moke002	Algerije	
mok_002	Nederland	Nederland
mok_003	Nederland	Nederland
mok_005		
mole002		
mole004	Nederland	
mole005	Nederland	Nederland
mole006	Nederland	Nederland
mole012	Nederland	Nederland
mole015	Nederland	Nederland
mole017		
mole019	Nederland	Italië
mole020	Nederland	Nederland
mole038		
mole044		
mole045		
molh002	Nederland	Nederland
molh003	Nederland	Nederland
moli020	Spanje	Spanje
molk001		
molk004		
moll002	Nederland	
moll007	Nederland	Nederland
moll021	Nederland	Nederland
moll056		
moll058		
moll066		
mols003	Nederland	
molt001	Nederland	Nederland
molt004		
molt008		
molt009		
mol_002		
momv001		
monc002	Nederland	Nederland
mond006		
mond016		
mond020		
monn002		
monn003		
monn006	Nederland	Nederland
mons003		
mons017	België (Wallonië)	België (Wallonië)
mons020		
mont003	België (Wallonië)	Duitsland
mont013	België (Wallonië)	België (Wallonië)
mont024		
mont025		
mont105	Italië	Italië
mont110		
mont135		
mood001		
mooi001		
mooi002	Nederland	
mooi003	Nederland	Nederland
mooi005		
mooi008		
mool004		
moon023		
moor003	Nederland	
moor005	Nederland	Nederland
moor010	Nederland	
moor012	Nederland	Nederland
moor016		België (Wallonië)
moor018	België (Wallonië)	België (Wallonië)
moor019		
moor026		
moor027		
moor028	Nederland	
moor067		
moor098	Nederland	
moor103		
mooy001		
mora010	Polen	
morc003		
more005	Nederland	
more010		
more012	Nederland	Nederland
more049		
more050		
mori004	België (Wallonië)	België (Wallonië)
mori005	Nederland	
mori023		
morl001	België (Wallonië)	Verenigde Staten
morl005		
morp003	Suriname	Suriname
morr001	Nederland	Nederland
morr005	Nederland	Indonesië
mors005		
mort001	België (Wallonië)	
mort002	België (Wallonië)	België (Wallonië)
mort004	België (Wallonië)	
morz002		
mosc007	Italië	Italië
mose003	Nederland	
mosh001	Nederland	
mosm001		
moss005	Nederland	Nederland
moss018		
most021		
moul001		
mour003	Nederland	Nederland
mour005		
mour007		
mout001	Nederland	Nederland
mout006		
mouw001	Nederland	Nederland
muck001		
mudd005		
muel001	België (Wallonië)	
muer002	België (Wallonië)	België (Wallonië)
muij005		
muld007	Nederland	Zuid-Afrika
muld011	Nederland	
muld014	Nederland	Nederland
muld016	Nederland	
muld022		
muld024		
muld027		
muld028	Nederland	Nederland
muld030		
muld051		
muld064		
muld100		
muld110		
muld111		
muli002	Nederland	Nederland
mulj001	Indonesië	
mull007	Nederland	
mull008	Nederland	Nederland
mull010	Nederland	Nederland
mull011	Nederland	Nederland
mull012	Duitsland	Nederland
mull020	Nederland	Nederland
mull024	Nederland	Italië
mull025	Nederland	Nederland
mull032		
mull034	Nederland	Nederland
mull041		
mull042	Duitsland	Duitsland
mull064	Nederland	Nederland
mull071		
mull072		
muls001	België (Wallonië)	België (Wallonië)
mult001	Nederland	Duitsland
mult002		
munn005	Indonesië	Nederland
munn021	België (Wallonië)	Duitsland
munn040	Polen	Nederland
munq001	Syrië	Syrië
muns009		
munt002	Nederland	Nederland
munt020		
munt021		
munt025		
munt027		
muri001		
murr007	Australië	Australië
murr008	Groot-Brittannië (en Noord-Ierland)	
musa001		
musk003		
muss001	België (Wallonië)	België (Wallonië)
muss002	België (Wallonië)	
muss013		
muss019	Frankrijk	Frankrijk
muts001	Nederland	
muus001	Nederland	Nederland
muyl003	België (Wallonië)	België (Wallonië)
muyl009		
myri007	Griekenland	Griekenland
mysj001	België (Wallonië)	
mys_004		
naai002		
naam003		
naar001	Nederland	Nederland
naas001	Nederland	Nederland
nabe002	Nederland	
nabe003	Nederland	Nederland
nabe004	Nederland	Nederland
nach001	Nederland	Nederland
nach012	België (Wallonië)	
naef002	Nederland	Nederland
naer012	België (Wallonië)	
naga001		
nage027		
nagl002	Oekraïne	Groot-Brittannië (en Noord-Ierland)
nagt001	Nederland	Nederland
naho001	België (Wallonië)	België (Wallonië)
naip001	Trinidad en Tobago	Groot-Brittannië (en Noord-Ierland)
naka002	Japan	
nalk001		
nank001	Suriname	
nap_003		
nap_005		
nara001	Suriname	Suriname
nass001	Nederland	Nederland
nath001	Nederland	Nederland
natu001		
naut007	Nederland	Nederland
naut008		
naut009		
naut020		
nauw003		
nave009	België (Wallonië)	België (Wallonië)
neef008		
neef022		
neet001		
negr003	Italië	Italië
nehl001		
neij002		
nele005		
neli012		
nelk001	Spanje	Mexico
nell001	Nederland	
nenc001	Italië	Italië
nepv001	Nederland	Nederland
neru003	Chili	Chili
neru004		
nerv002	Frankrijk	
nerv003	Mexico	Uruguay
nes_002	Nederland	Nederland
neto001		
nets002	Nederland	Nederland
nets004	Nederland	Nederland
neub002		
neud001		
neut002	België (Wallonië)	België (Wallonië)
newm001	Groot-Brittannië (en Noord-Ierland)	Groot-Brittannië (en Noord-Ierland)
newt002	Caribisch deel van het Nederlandse Koninkrijk	
ne__001	Nederland	
nico008	Nederland	Nederland
nico014		
nico018		Nederland
nieh004	Nederland	Nederland
niek001		
niel013		
niem001	Nederland	Nederland
niem003		
niem006	Nederland	
niem012		
niem013	Nederland	
nien001	Zuid-Afrika	Zuid-Afrika
nien002	Nederland	Nederland
nien005	Zuid-Afrika	Zuid-Afrika
nien006	Nederland	
nien012	Nederland	
nien013	Nederland	
nier001	Nederland	Nederland
nier008		Nederland
nier010		
nier013		
nier025		
nier027		
nies005		
nieu005		
nieu009	Nederland	
nieu012		
nieu014	Nederland	
nieu018	Indonesië	Nederland
nieu023		
nieu036	Nederland	
nieu047		
nieu052		
nieu055		
nieu133		
nieu134		
nieu162		
niev001	Nederland	Duitsland
nije002	Nederland	
nijh002	Nederland	Nederland
nijh004	Nederland	Nederland
nijh005	Nederland	
nijh006	Nederland	Nederland
nijh014		
nijh025	Nederland	Italië
nijh026		
nijh029		
nijk004		
nijl001		
nijl002	Nederland	
nijl003	België (Wallonië)	België (Wallonië)
nijl004	Nederland	Indonesië
nijl017		
nijm001	Nederland	
nijs001		
nijs004		
nio_001		
nip_001		
nisc001		
nisi001		
niss004	Nederland	
noac001		
noac002		
noac003		
noai001	Frankrijk	Frankrijk
nobe001		
nobe010		
nobe013		
nobl001	Frankrijk	
noeg001		
noel007		
noe_002		
nole005	Nederland	Nederland
nole007	Nederland	Nederland
nole009	Nederland	Nederland
nole013	Nederland	Nederland
nolf004		
nols001		
nolt001	Nederland	
nolt002	Nederland	Zwitserland
noom001	Nederland	
noor004		
noor006	Nederland	Nederland
noor007	Nederland	
noor016	Nederland	
noor021		
noor022	Nederland	Frankrijk
noor035	Nederland	Nederland
noor039		
noor074		
noor076		
noor077		
noor128	Nederland	Nederland
noor129		
noor137		
noot003	Nederland	
noot004		
nooy010		
nord001	Nederland	Nederland
nord020	Noorwegen	
nort002		
nosk002		
nosk004		
note001	België (Wallonië)	
note004	Nederland	Nederland
nouh001	Nederland	Nederland
nouh004	Nederland	Nederland
nova005	Duitsland	Duitsland
nowo001		
nuch001		
nuff001	België (Wallonië)	België (Wallonië)
nuff002		
nuij002		
nuis001	Nederland	Nederland
nuit001		
numa003	Nederland	Nederland
numa004	Nederland	Nederland
