pers_id;achternaam;voornaam;voorvoegsel;omschrijving
kope002;Koper;Jacob;;zeevarende
kope004;Koper;Willem;;militair/officier
kope005;Köper;Jac.;;beeldend kunstenaar/illustrator/tekenaar
kopi001;Kopijn;J.;;doopsgezind predikant/leraar
kopi002;Kopier;Lambert;;ambachtsman
kopl001;Kopland;Rutger;;zielsverzorger/psychol/ps.ther.
kopl002;Koplos;Janet;;journalist/redacteur
kopp001;Koppenol;Antonius;van;medicus/apotheker
kopp003;Koppeschaar;W.F.;;natuurwetenschapper
kopp003;Koppeschaar;W.F.;;onderwijzer (basisschool)
kopp006;Koppiers;A.;;herv./geref. predikant/leraar
kopp007;Koppius;F.;;herv./geref. predikant/leraar
kopp008;Koppius;P.A.;;herv./geref. predikant/leraar
kopp009;Koppius;W.J.;;herv./geref. predikant/leraar
kopp010;Kopp;Jacob;;medicus/apotheker
kopp011;Kopper;Jan;;beeldend kunstenaar/illustrator/tekenaar
kopp014;Koppelstok;Jan Pietersz;;zeevarende
kopp015;Koppe;Iris;;journalist/redacteur
kopp016;Koppenol;C.;;beeldend kunstenaar/illustrator/tekenaar
kopp017;Koppenol Czn.;W.H.;;boekhandelaar
kopp017;Koppenol Czn.;W.H.;;beeldend kunstenaar/illustrator/tekenaar
kopp018;Koppenhagen;G.J.;van;beeldend kunstenaar/illustrator/tekenaar
kopp022;Koppelman Jr.;S.;;leraar/docent/hoogleraar
kopp030;Koppius;M.;;advocaat/jurist
kops001;Kops;Jan;;doopsgezind predikant/leraar
kops001;Kops;Jan;;leraar/docent/hoogleraar
kops001;Kops;Jan;;natuurwetenschapper
kops003;Bruyn Kops;Jacob Leonard;de;ambtenaar
kops003;Bruyn Kops;Jacob Leonard;de;leraar/docent/hoogleraar
kops003;Bruyn Kops;Jacob Leonard;de;politicus/staatsman/bestuurder
kops004;Kops;Christinus;;vertaler
kops006;Kops;Nicolaas Jacobsz;;remonstr. predikant/leraar
kops006;Kops;Nicolaas Jacobsz;;herv./geref. predikant/leraar
kops007;Kops;Cornelius Joannes de Bruijn;;ambtenaar
kops007;Kops;Cornelius Joannes de Bruijn;;politicus/staatsman/bestuurder
kops008;Kops;Simon Klaas;;politicus/staatsman/bestuurder
korb001;Korban;Claude;;leraar/docent/hoogleraar
korc001;Korczak;Janusz;;medicus/apotheker
kord001;Kordijk;A.;;beeldend kunstenaar/illustrator/tekenaar
kore001;Korevaart;Korrie;;leraar/docent/hoogleraar
kore002;Korevaar;P.A.;;architect/bouwmeester/bouwkundig ingenieur
kore003;Korevaar-Hesseling;E.H.;;kunsthistoricus/kunsthandelaar
kore012;Koren;Edward;;beeldend kunstenaar/illustrator/tekenaar
korf001;Korff;Johannes Bakker;;ambtenaar
korf002;Korff;F.W.A.;;herv./geref. predikant/leraar
korf003;Korff;R.R.;;rk-geestelijke/kloosterling
korf004;Korff;A.H. Bakker;;beeldend kunstenaar/illustrator/tekenaar
korm003;Körmeling;John;;architect/bouwmeester/bouwkundig ingenieur
korn003;Korndörffer;J.P.J.W.;;archivaris/bibliothecaris
korn004;Korn;V.E.;;ambtenaar
korn006;Kornelis;;;militair/officier
korn007;Kornelis;Klaas;;schilder
korn008;Kornelis;Klaasz;;schilder
korn009;Korneliszoon;Jef;;militair/officier
korn010;Korneliszoon;Ougat;;militair/officier
koro001;Koroneel van Arendonk;;;ambachtsman
korp002;Korpershoek;A.M.;;leraar/docent/hoogleraar
korp004;Korp;Hendrik;;vertaler
korp004;Korp;Hendrik;;medicus/apotheker
korp005;Korpershoek;Rob;;beeldend kunstenaar/illustrator/tekenaar
kors001;Kors;Ton;;journalist/redacteur
kors007;Korszoon;Evert;;politicus/staatsman/bestuurder
kors008;Korszoon;Willem;;militair/officier
kors010;Korschunow;Irina;;vertaler
kors010;Korschunow;Irina;;journalist/redacteur
kors011;Kors;J.B.;;medicus/apotheker
kors013;Korshuize;Jessy;;boekhandelaar
kors018;Korsten;F.J.M.;;leraar/docent/hoogleraar
kors018;Korsten;F.J.M.;;letterkundige (NIET-neerl.)
kort001;Kortebos;Catharina;;musicus/minstreel/jongleur
kort002;Kortebrant;Jacob;;historicus/archeoloog
kort005;Korteweg;Anne S.;;archivaris/bibliothecaris
kort010;Korthuys;Pieter;;journalist/redacteur
kort010;Korthuys;Pieter;;diplomaat
kort011;Kortooms;Toon;;onderwijzer (basisschool)
kort011;Kortooms;Toon;;journalist/redacteur
kort013;Kortjanse;Johannes;;rk-geestelijke/kloosterling
kort014;Kortland;Adrianus;;herv./geref. predikant/leraar
kort016;Korteweg;D.J.;;natuurwetenschapper
kort017;Korthals;P.W.;;natuurwetenschapper
kort018;Kortmulder;R.J.;;leraar/docent/hoogleraar
kort019;Kort;J.C.;;historicus/archeoloog
kort021;Kortenaer;Egbert Mz.;;militair/officier
kort021;Kortenaer;Egbert Mz.;;zeevarende
kort022;Korthals;Th.;;schilder
kort023;Korthals Altes;Jan Philip;;architect/bouwmeester/bouwkundig ingenieur
kort023;Korthals Altes;Jan Philip;;politicus/staatsman/bestuurder
kort024;Korthals Altes;Liesbeth;;leraar/docent/hoogleraar
kort030;Kortemeier;Siegfried;;beeldend kunstenaar/illustrator/tekenaar
kort031;Korteweg;Ariejan;;journalist/redacteur
kort034;Kortrijk;Siger;van;rk-geestelijke/kloosterling
kort035;Korte;Remco;de;beeldend kunstenaar/illustrator/tekenaar
kort039;Kortlang;C.;;schilder
kort039;Kortlang;C.;;beeldend kunstenaar/illustrator/tekenaar
kort042;Korthals Altes;A. E.;;beeldend kunstenaar/illustrator/tekenaar
kort044;Korthals-Altes;Gerrit;;toneelspeler
kort045;Korteweg;Neel;;beeldend kunstenaar/illustrator/tekenaar
kort051;Kort;Jul.;de;rk-geestelijke/kloosterling
kort060;Kort;Hein;de;beeldend kunstenaar/illustrator/tekenaar
kort067;Kortenhorst;L.A.;;beeldend kunstenaar/illustrator/tekenaar
koru001;Korun;Walter;;beeldend kunstenaar/illustrator/tekenaar
koru001;Korun;Walter;;militair/officier
korv001;Korvus;Hans;;schilder
korv006;Korver;Jan;;beeldend kunstenaar/illustrator/tekenaar
kosc003;Koschinsky;Ursula;;schilder
kosc004;Koscielniak;Cyprian;;beeldend kunstenaar/illustrator/tekenaar
kose001;Koser-Michaëls;Ruth;;beeldend kunstenaar/illustrator/tekenaar
kosl001;Kosloff;A.;;vertaler
koss001;Kossmann;Alfred;;journalist/redacteur
koss001;Kossmann;Alfred;;vertaler
koss002;Kossmann;E.H.;;leraar/docent/hoogleraar
koss002;Kossmann;E.H.;;historicus/archeoloog
koss003;Kossmann;F.K.H.;;leraar/docent/hoogleraar
koss004;Kossmann;E.F.;;onderwijzer (basisschool)
koss006;Kossmann-Putto;J.A.;;historicus/archeoloog
koss009;Kossen;Annet;;schilder
kost005;Koster;Edward B.;;onderwijzer (basisschool)
kost007;Koster;Jan;;leraar/docent/hoogleraar
kost010;Kostwinder;Jan;;leraar/docent/hoogleraar
kost011;Köster;E. P.;;leraar/docent/hoogleraar
kost013;Kosters;W.H.;;herv./geref. predikant/leraar
kost015;Koster;Bea;de;vertaler
kost018;Koster Gzn.;W.;;natuurwetenschapper
kost018;Koster Gzn.;W.;;medicus/apotheker
kost019;Koster;W.J.W.;;classicus
kost020;Koster;Assuerus;;ambachtsman
kost021;Koster;Gerrit;;ambachtsman
kost022;Koster;Gerrit;;ambachtsman
kost025;Köster Henke;W.L.H.;;vertaler
kost027;Koster;L.;;beeldend kunstenaar/illustrator/tekenaar
kost028;Koster;Maarten;;herv./geref. predikant/leraar
kost028;Koster;Maarten;;politicus/staatsman/bestuurder
kost029;Koster;Simon;de;beeldend kunstenaar/illustrator/tekenaar
kost030;Kosterman;Cornelis;;koopman/zakenman/indust.
kost033;Koster;Jo;;schilder
kost033;Koster;Jo;;beeldend kunstenaar/illustrator/tekenaar
kost038;Kosto;Aad;;politicus/staatsman/bestuurder
kost038;Kosto;Aad;;theoloog
kost048;Koster;H.F.;;rk-geestelijke/kloosterling
kost053;Koster;Gijs;;vertaler
kost058;Kosten;Jan;;historicus/archeoloog
kost058;Kosten;Jan;;kunsthistoricus/kunsthandelaar
kost059;Koster;Willem;;medicus/apotheker
kost068;Koster;Wim J.;;beeldend kunstenaar/illustrator/tekenaar
koth002;Kothuis;Jan;;beeldend kunstenaar/illustrator/tekenaar
kots002;Kots;Grietje;;ambachtsman
kots002;Kots;Grietje;;schilder
kott002;Köttgen;Adolph;;koopman/zakenman/indust.
kott004;Kotting;J.L.;;herv./geref. predikant/leraar
kotz001;Kotzé;D.J.;;leraar/docent/hoogleraar
kotz001;Kotzé;D.J.;;historicus/archeoloog
kotz003;Kotzebue;A.;von;diplomaat
kouc001;Kouckebakker;Nicolaes Janse;;politicus/staatsman/bestuurder
koum001;Koumans Brouwer;Petrus;;herv./geref. predikant/leraar
koum002;Koumans van Dam;P.;;medicus/apotheker
koum003;Koumans;Madeline Marie Caroline;;letterkundige (NIET-neerl.)
kous002;Kousemaker;Evelien;;vertaler
kous005;Kousaert;Gilles;;rk-geestelijke/kloosterling
kous005;Kousaert;Gilles;;herv./geref. predikant/leraar
kous006;Kousbroek;Hepzibah;;vertaler
kous007;Kousen;Margriet;;journalist/redacteur
kous009;Kousbroek;Gabriël;;beeldend kunstenaar/illustrator/tekenaar
kout001;Koutamanis;Maria;;beeldend kunstenaar/illustrator/tekenaar
kouw001;Kouwenaar;David;;beeldend kunstenaar/illustrator/tekenaar
kouw002;Kouwenaar;Gerrit;;vertaler
kouw002;Kouwenaar;Gerrit;;journalist/redacteur
kouw005;Kouwenaar;David;;journalist/redacteur
kouw010;Kouwenburg;;;schilder
kouw011;Kouwenburg;Jan;;medicus/apotheker
kouw013;Kouwenhoven;Jacob;;leraar/docent/hoogleraar
kouw013;Kouwenhoven;Jacob;;schilder
kouw014;Kouwenhorn;Pieter;;schilder
kouw016;Kouwenberg;Bert;;onderwijzer (basisschool)
kouw019;Kouwer;B.J.;;medicus/apotheker
kouw024;Kouwenhoven;Jan Karel;;letterkundige (NIET-neerl.)
kova003;kovàcs;A.;;filosoof
kowl001;Kowlier;Flip;;musicus/minstreel/jongleur
kox_001;Kox;A.J.;;natuurwetenschapper
kox_001;Kox;A.J.;;historicus/archeoloog
kox_002;Kox;Hans;;musicus/minstreel/jongleur
koye002;Koyen;Ellen;;beeldend kunstenaar/illustrator/tekenaar
koym001;Koymans;Balthazar;;magistraat
kraa005;Kraaijeveld;Ruud A.J.;;leraar/docent/hoogleraar
kraa010;Kraaijpoel;D.;;beeldend kunstenaar/illustrator/tekenaar
kraa012;Kraakman;Johannes Jacobus;;zeevarende
kraa013;Kraayvanger;F.S.;;rk-geestelijke/kloosterling
kraa016;Kraan;Hendrik;de;militair/officier
kraa017;Kraay;Dirk;;schilder
kraa018;Kraay;Jan;;beeldend kunstenaar/illustrator/tekenaar
kraa021;Kraan;Hanna;;leraar/docent/hoogleraar
kraa021;Kraan;Hanna;;letterkundige (NIET-neerl.)
kraa024;Kraan;Jan;;beeldend kunstenaar/illustrator/tekenaar
kraa026;Kraayeveld;Ruud;;leraar/docent/hoogleraar
kraa047;Kraak;W.K.;;leraar/docent/hoogleraar
kraa047;Kraak;W.K.;;classicus
krab001;Krabbe;Maria;;leraar/docent/hoogleraar
krab004;Krabbendam;Jan;;ambachtsman
krab005;Krabbe;Christiaan;;herv./geref. predikant/leraar
krab005;Krabbe;Christiaan;;vertaler
krab006;Krabbe;Hugo;;leraar/docent/hoogleraar
krab006;Krabbe;Hugo;;advocaat/jurist
krab008;Krabacher;P.H.;;medicus/apotheker
krab008;Krabacher;P.H.;;militair/officier
krab008;Krabacher;P.H.;;zeevarende
krab009;Krabbelijn;Gilles;;politicus/staatsman/bestuurder
krab012;Krabbé;H.M.;;beeldend kunstenaar/illustrator/tekenaar
krab012;Krabbé;H.M.;;schilder
krab015;Krabbe;Coert Peter;;kunsthistoricus/kunsthandelaar
krab015;Krabbe;Coert Peter;;journalist/redacteur
krae002;Kraenlude;Adam;van;rk-geestelijke/kloosterling
krae003;Kraemer;H.;;theoloog
kraf003;Kraft;Andries;;koopman/zakenman/indust.
krag003;Kragtingh;;;medicus/apotheker
krah002;Krahmer de Bichin;Carel Frederik;;militair/officier
krah004;Krähmer;Georg;;vertaler
kraj002;Krajenbrink;J.A.;;architect/bouwmeester/bouwkundig ingenieur
krak003;Kraker-van Abbema;Japke;de;leraar/docent/hoogleraar
krak004;Kraker;Anneke;de;beeldend kunstenaar/illustrator/tekenaar
kral003;Krall;Hanna;;journalist/redacteur
kral004;Kralingen;Cor;van;beeldend kunstenaar/illustrator/tekenaar
kral005;Králová;Jana;;leraar/docent/hoogleraar
kram002;Kramer;Diet;;journalist/redacteur
kram008;Kramer;W.;;onderwijzer (basisschool)
kram010;Kramers Jz.;Jacob;;onderwijzer (basisschool)
kram011;Kramm;Christiaan;;kunsthistoricus/kunsthandelaar
kram011;Kramm;Christiaan;;beeldend kunstenaar/illustrator/tekenaar
kram011;Kramm;Christiaan;;schilder
kram011;Kramm;Christiaan;;architect/bouwmeester/bouwkundig ingenieur
kram014;Kramer;Simone;;vertaler
kram015;Kramer;Jan Gerrit;;letterkundige (NIET-neerl.)
kram016;Kramp;F.G.;;letterkundige (NIET-neerl.)
kram017;Kramers;J.H.;;letterkundige (NIET-neerl.)
kram018;Kramers;Hendrik Anthony;;natuurwetenschapper
kram024;Kramers;W.A.;;journalist/redacteur
kram025;Kramer;J.A.;;luthers predikant/leraar
kram026;Kramer;J.F.;;luthers predikant/leraar
kram031;Kramer;M.;;letterkundige (NIET-neerl.)
kram033;Kramer;Ludwig;von;beeldend kunstenaar/illustrator/tekenaar
kram041;Kramers;J.H.;;onderwijzer (basisschool)
kram042;Kramer;Jaap;;beeldend kunstenaar/illustrator/tekenaar
kram043;Kramp;L.W.;;advocaat/jurist
kram044;Kramer;A.;;vertaler
kram054;Kramer;Paul;;beeldend kunstenaar/illustrator/tekenaar
kram056;Kramers;Hendrik Adrianus;;boekhandelaar
kram060;Kramer;Arno;;beeldend kunstenaar/illustrator/tekenaar
kram061;Kramer;Enk;De;beeldend kunstenaar/illustrator/tekenaar
kram068;Kramer;Francis;;beeldend kunstenaar/illustrator/tekenaar
kram078;Kramer;Mère Ancilla;;rk-geestelijke/kloosterling
kran001;Kranendonk;Marie;van;onderwijzer (basisschool)
kran003;Kranz;G.;;letterkundige (NIET-neerl.)
kran004;Kranendonk;A.G.;van;letterkundige (NIET-neerl.)
kran005;Kranenburg;Roelof;;advocaat/jurist
kran007;Kranen;Peter;;letterkundige (NIET-neerl.)
kran008;Kranen;Theodorus;;medicus/apotheker
kran009;Kranevelt;Jan;van;rk-geestelijke/kloosterling
kran010;Kranevelt;N.;;schilder
kran011;Kranendonk;Anke;;toneelspeler
kran013;Krannhals;Hedda;von;beeldend kunstenaar/illustrator/tekenaar
kras002;Kraszewski;J.I.;;boekdrukker/uitgever
kras002;Kraszewski;J.I.;;beeldend kunstenaar/illustrator/tekenaar
kras002;Kraszewski;J.I.;;historicus/archeoloog
kras003;Kras;W.;;ambachtsman
kras003;Kras;W.;;agrariër
krau002;Kraus;F.R.;;letterkundige (NIET-neerl.)
krau003;Kraus;J.C.;;medicus/apotheker
krau003;Kraus;J.C.;;leraar/docent/hoogleraar
krau004;Kraul;J.;;schilder
krau005;Krausz;Simon Andries;;schilder
krau006;Krausbauer;Th.;;leraar/docent/hoogleraar
krau013;Kraus;Carl;von;vertaler
krau016;Krauwer;S.;;leraar/docent/hoogleraar
kray001;Krayesteyn;Hendrik;;toneelspeler
kray001;Krayesteyn;Hendrik;;ambachtsman
kray002;Krayenhoff;Cornelis Rudolphus Theodorus;;medicus/apotheker
kray002;Krayenhoff;Cornelis Rudolphus Theodorus;;politicus/staatsman/bestuurder
kray004;Krayenhoff;L.F.;;leraar/docent/hoogleraar
kray006;Kray;;;militair/officier
kray007;Krayenhoff;Rudolphus Theodorus;;militair/officier
kray007;Krayenhoff;Rudolphus Theodorus;;architect/bouwmeester/bouwkundig ingenieur
kray009;Kray;Hein;;beeldend kunstenaar/illustrator/tekenaar
krec001;Krecke;F.W.C.;;natuurwetenschapper
krec001;Krecke;F.W.C.;;wiskundige
krec001;Krecke;F.W.C.;;leraar/docent/hoogleraar
krec002;Krecke;F.W.;;wiskundige
krec002;Krecke;F.W.;;natuurwetenschapper
krec002;Krecke;F.W.;;leraar/docent/hoogleraar
kred001;Kredel;Fritz;;beeldend kunstenaar/illustrator/tekenaar
kree002;Kreet;H.A.;;journalist/redacteur
kree003;Kreemers;Raphaël M.J.;;filosoof
kree003;Kreemers;Raphaël M.J.;;leraar/docent/hoogleraar
kree004;Kreenen;E.;;herv./geref. predikant/leraar
kree005;Kreenen;J.J.;;leraar/docent/hoogleraar
kree006;Kreekel;Willem;;militair/officier
kref001;Kreft;Nana;;beeldend kunstenaar/illustrator/tekenaar
kreg001;Kregting;Marc;;musicus/minstreel/jongleur
kreg002;Kreglinger;Richard;;politicus/staatsman/bestuurder
kreg002;Kreglinger;Richard;;leraar/docent/hoogleraar
kreg002;Kreglinger;Richard;;advocaat/jurist
krei001;Kreihing;J.;;rk-geestelijke/kloosterling
krei002;Kreijn;Max;;schilder
krei003;Kreitzig;Ritmeester;;militair/officier
krej001;Krejci;Jan;;beeldend kunstenaar/illustrator/tekenaar
krel001;Krelage;Jacob Heinrich;;koopman/zakenman/indust.
krel002;Krelage;Ernst Heinrich;;agrariër
krel004;Kreling;P.;;rk-geestelijke/kloosterling
krem001;Kremer;A.J.C.;;historicus/archeoloog
krem001;Kremer;A.J.C.;;journalist/redacteur
krem001;Kremer;A.J.C.;;archivaris/bibliothecaris
krem006;Kremers;Johan;;politicus/staatsman/bestuurder
krem007;Kremer;P.;;schilder
krep001;Kreps;Dorothea;;beeldend kunstenaar/illustrator/tekenaar
krep002;Kreps;J.;;rk-geestelijke/kloosterling
krep003;Kreps;Jozef;;rk-geestelijke/kloosterling
kres001;Kresse;Hans G.;;beeldend kunstenaar/illustrator/tekenaar
kret001;Kretschmer;Hendrik Paul;;onderwijzer (basisschool)
kret001;Kretschmer;Hendrik Paul;;militair/officier
kret001;Kretschmer;Hendrik Paul;;ambtenaar
kret002;Kretzer;Hendrik;;militair/officier
kret002;Kretzer;Hendrik;;musicus/minstreel/jongleur
kret004;Kretschmar;Jacob;van;militair/officier
kret005;Kretschmar;Willem Gerrit;van;militair/officier
kret007;Kretz;Matthias;;rk-geestelijke/kloosterling
kreu004;Kreulen;Jan Roelofs;;herv./geref. predikant/leraar
kreu006;Kreukniet;Esther;;journalist/redacteur
kreu011;Kreuningen;D.;van;leraar/docent/hoogleraar
krev001;Krevelen;Laurens;van;boekdrukker/uitgever
krev002;Krever;Jetty;;leraar/docent/hoogleraar
krev002;Krever;Jetty;;beeldend kunstenaar/illustrator/tekenaar
krev003;Krevelt;Abram;van;beeldend kunstenaar/illustrator/tekenaar
krev005;Krevelen;D.Arn.;van;zielsverzorger/psychol/ps.ther.
krev006;Krevelen;D.A.;van;herv./geref. predikant/leraar
krey001;Krey;J.;van;rk-geestelijke/kloosterling
krib001;Kribs;J.M.;;rk-geestelijke/kloosterling
krie001;Kriek;Bartho;;vertaler
krie003;Krieken;Gerardus Samuel;van;onderwijzer (basisschool)
krie004;Krieger;Frederik Willem;;medicus/apotheker
krie004;Krieger;Frederik Willem;;leraar/docent/hoogleraar
krie005;Krier;Johann Bernard;;rk-geestelijke/kloosterling
krie005;Krier;Johann Bernard;;leraar/docent/hoogleraar
krie005;Krier;Johann Bernard;;theoloog
krie006;Krieger;W.L.;;herv./geref. predikant/leraar
krie007;Krieken;A.Th.;van;advocaat/jurist
krie008;Kriekenbeck;H.;van;politicus/staatsman/bestuurder
krie009;Kriekenbeck;H.;van;politicus/staatsman/bestuurder
krie010;Kriekenbeck;H.;van;politicus/staatsman/bestuurder
krie011;Kriekenbeck;S.;van;politicus/staatsman/bestuurder
krie013;Kriekaart;Kornelis;;politicus/staatsman/bestuurder
krie013;Kriekaart;Kornelis;;militair/officier
krie014;Kriekebel;Jan;de;herv./geref. predikant/leraar
krie015;Kriens;Jan;;agrariër
krie015;Kriens;Jan;;doopsgezind predikant/leraar
krie016;Krieken;A.E.;van;militair/officier
krie018;Kriens;Hugo;;beeldend kunstenaar/illustrator/tekenaar
krie024;Kriel;S.C.;;medicus/apotheker
krie025;Krieken;J.;van;vertaler
krie031;Kriek;Erik;;beeldend kunstenaar/illustrator/tekenaar
krie033;Krieg;Walter;;archivaris/bibliothecaris
krig002;Krighout;J.;;leraar/docent/hoogleraar
krij002;Krijtová;Olga;;leraar/docent/hoogleraar
krij002;Krijtová;Olga;;vertaler
krij003;Krijthe;Hendrik Cornelis Jozephus;;agrariër
krij004;Krijn;Sophie;;leraar/docent/hoogleraar
krij006;Krijs;C.F.;;rk-geestelijke/kloosterling
krij007;Krijs;Jac. Ign.;;rk-geestelijke/kloosterling
krij008;Krijger;Josias;;militair/officier
krij008;Krijger;Josias;;zeevarende
krij011;Krijs;Jacobus;;rk-geestelijke/kloosterling
krij014;Krijger;Henk;;beeldend kunstenaar/illustrator/tekenaar
krij021;Krijgsveld;E.J.;;natuurwetenschapper
krij022;Krijthe;Pieter;;beeldend kunstenaar/illustrator/tekenaar
krij026;Krijt;Olga;;vertaler
krij033;Krijnen;Tonny;;leraar/docent/hoogleraar
krim001;Krimpen;Huib;van;beeldend kunstenaar/illustrator/tekenaar
krim002;Krimpen;Jan;van;boekdrukker/uitgever
krim003;Krimpen;F.X.;van;rk-geestelijke/kloosterling
krin002;Krinkels;Lode;;journalist/redacteur
krip001;Krippendorff;;van;militair/officier
kris001;Krishnadath;Ismene;;boekdrukker/uitgever
kris001;Krishnadath;Ismene;;leraar/docent/hoogleraar
kris002;Krispyn;Egbert;;letterkundige (NIET-neerl.)
kris004;Kristel;Conny;;historicus/archeoloog
kris006;Kristians;Tonny;;beeldend kunstenaar/illustrator/tekenaar
kris007;Krist;Henk;;beeldend kunstenaar/illustrator/tekenaar
kris008;Kristel;Marja;;journalist/redacteur
kris010;Kristel;Brigitte;;vertaler
kris011;Kristel;Sylvia;;beeldend kunstenaar/illustrator/tekenaar
kris012;Kristensen;Gunhild;;beeldend kunstenaar/illustrator/tekenaar
kris015;Krispijn;Th.J.H.;;leraar/docent/hoogleraar
krit002;Kritzraedt;J.;;rk-geestelijke/kloosterling
kriv001;Krivátsy;Nati;;archivaris/bibliothecaris
kriz001;Kříz;Milán;;beeldend kunstenaar/illustrator/tekenaar
kroe002;Kroes;H.W.J.;;letterkundige (NIET-neerl.)
kroe002;Kroes;H.W.J.;;leraar/docent/hoogleraar
kroe007;Kroes;Willem Jozef;;onderwijzer (basisschool)
kroe009;Kroes-Ligtenberg;Christina;;leraar/docent/hoogleraar
kroe010;Kroes;P.;;rk-geestelijke/kloosterling
kroe011;Kroesen;Willem Egbert;;militair/officier
kroe012;Kroesen;Jacoba M.C.;;letterkundige (NIET-neerl.)
kroe018;Kroesink;Jacob;;leraar/docent/hoogleraar
kroe029;Kroese;A.;;zeevarende
kroe037;Kroese;Michiel;;leraar/docent/hoogleraar
krof001;Kroft;Herman;van der;rk-geestelijke/kloosterling
krog004;Kröger;Marianne;;vertaler
krog008;Krog;Helge;;vertaler
krog008;Krog;Helge;;journalist/redacteur
kroh001;Krohn;B.N.;;historicus/archeoloog
krol001;Krol;Ellen;;leraar/docent/hoogleraar
krol004;Krol;Sybe;;journalist/redacteur
krol005;Krol;Bastiaen;;herv./geref. predikant/leraar
krol008;Krol;Jan;;leraar/docent/hoogleraar
krol009;Krol;J.G.;;ambtenaar
krom001;Kromhout;Rindert;;journalist/redacteur
krom002;Krom;Hermanus Johannes;;herv./geref. predikant/leraar
krom003;Krom;Johannes Hermanus;;herv./geref. predikant/leraar
krom004;Krom;C.C.N.;;onderwijzer (basisschool)
krom008;Kromhout;J.H.;;militair/officier
krom010;Krommon;Marinus;van;politicus/staatsman/bestuurder
krom011;Krommon;Willem;van;politicus/staatsman/bestuurder
krom015;Krom;Nicolaas Johannes;;herv./geref. predikant/leraar
krom019;Kromotaroeno;Marlon;;beeldend kunstenaar/illustrator/tekenaar
kron002;Kronenberg;Hendrik Gerhard;;advocaat/jurist
kron003;Kronenberg;Andres Jacob;;leraar/docent/hoogleraar
kron004;Kronenburg;J.A.F.;;rk-geestelijke/kloosterling
kron006;Kronenberg;W.F.;;koopman/zakenman/indust.
kron007;Kronenbergh;Steven;van;schilder
kron011;Kröner;J.;;vertaler
kron012;Krone;Patty;;vertaler
kron016;Kronig;Joseph O.;;kunsthistoricus/kunsthandelaar
kron018;Kronig;Jytte;;vertaler
kroo001;Krook;Enoch;;toneelspeler
kroo003;Kroon;Daniël;;toneelspeler
kroo003;Kroon;Daniël;;vertaler
kroo004;Kroon;Dirk;;vertaler
kroo005;Kroonenberg;Yvonne;;journalist/redacteur
kroo007;Kroon;Willem;;boekhandelaar
kroo011;Kroon;Joan Harmen;;leraar/docent/hoogleraar
kroo012;Kroon;Tammo Tammerus;;onderwijzer (basisschool)
kroo013;Kroon;J.E.;;medicus/apotheker
kroo017;Kroon JHz.;Thomas;;medicus/apotheker
kroo018;Krook;Kornelis Laurensz.;;toneelspeler
kroo019;Kroon;Annie;;vertaler
kroo020;Kroon-de Vlieg;Petronella;;toneelspeler
kroo021;Kroonenbroeck;J.;;advocaat/jurist
kroo022;Kroonenbroeck;M.M.;;politicus/staatsman/bestuurder
kroo026;Krook;Jacob Sebastiaans;;politicus/staatsman/bestuurder
kroo027;Krook;Pieter Sebastiaansz;;politicus/staatsman/bestuurder
kroo028;Krook;Volkert Gerretszoon;;architect/bouwmeester/bouwkundig ingenieur
kroo029;Kroon;J.;;militair/officier
kroo032;Kroone;Greetje;;beeldend kunstenaar/illustrator/tekenaar
kroo033;Kroon;A.;;beeldend kunstenaar/illustrator/tekenaar
kroo033;Kroon;A.;;boekdrukker/uitgever
kroo041;Krook;Hans;;leraar/docent/hoogleraar
kroo047;Kroon;John;;journalist/redacteur
kroo048;Kroon;Angélique;de;vertaler
kroo054;Kroonder;George;;boekdrukker/uitgever
kroo055;Kroon;Esther;;fotograaf
kroo056;Kroon;Fransien;;beeldend kunstenaar/illustrator/tekenaar
krop002;Kropff;J.M. B;von;militair/officier
krop010;Kropholler;A.;;architect/bouwmeester/bouwkundig ingenieur
krop011;Krop;Hildo;;beeldend kunstenaar/illustrator/tekenaar
kros001;Krosenbrink;Henk;;journalist/redacteur
kros001;Krosenbrink;Henk;;onderwijzer (basisschool)
kros002;Kross;Rudi;;journalist/redacteur
kros004;Kros;A. Chr.;;architect/bouwmeester/bouwkundig ingenieur
kros005;Kros;Simon;;architect/bouwmeester/bouwkundig ingenieur
kros006;Krosse;;;zeevarende
krou001;Krouwel;Coby;;beeldend kunstenaar/illustrator/tekenaar
krug001;Krüger;Louis;;herv./geref. predikant/leraar
krug002;Krüger;Joannes Baptista;;herv./geref. predikant/leraar
krug003;Krugten;H.A.H.;van;rk-geestelijke/kloosterling
krug004;Kruger;Paul;;politicus/staatsman/bestuurder
krug005;Kruger;Barbara;;beeldend kunstenaar/illustrator/tekenaar
krug010;Kruger;F.;;schilder
krug011;Kruger;Jacob;;schilder
krug012;Kruger;J.;;schilder
krug013;Kruger;Simon Jodocus;;herv./geref. predikant/leraar
krug015;Krüger;Michael;;journalist/redacteur
krug015;Krüger;Michael;;vertaler
krug016;Krug;Han;;beeldend kunstenaar/illustrator/tekenaar
krug019;Krüger;E.F.;;beeldend kunstenaar/illustrator/tekenaar
krui006;Kruisland;Johannis Carolis;;musicus/minstreel/jongleur
krui006;Kruisland;Johannis Carolis;;arbeider/werkman
krui007;Kruisman;Gerard;;vertaler
krui014;Kruimel-Stonebrink;M.G.;;vertaler
